instance_id,repo,batch_id,attempt,artifact_dir,selected,interrupted,cost_group,outcome,started,finished,elapsed_seconds,generation_status,patch_chars,generation_trace_seconds,generation_network_none,evaluation_network_none,detailed_eval_report,patch_applied,hard_budget_error,residual_seconds,infra_failure,infra_failure_reason,tests_status_available,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,patch_sha256,implementation_patch_available,final_equals_implementation,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,finish_tool_calls,error_RateLimitError,all_roles_completed,error_Timeout,finish_stop,error_BadGatewayError,harness_logged_patch_applied,eval_exception_category,finish_length
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,True,False,selected,unresolved,2026-09-20T07:47:30.095294+00:00,2026-09-20T08:08:08.215026+00:00,1238.119732,completed_with_role_failures,5090,1204.4791813511401,6,1,True,True,False,33.64055064885997,False,,True,2,6,19,0,9e73e970ba5b0e309d76db47f6acae93a1561f1f91f3668a3833dcb32b951470,True,True,1475165,49381,1524546,22853,1287680,89,79,10,0,99,9,71,0,79,79,0,974.1042898176238,67.44374840147793,36.00810336321592,79,9,False,1,,,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86__a1,True,False,selected,unresolved,2026-09-20T08:08:08.216967+00:00,2026-09-20T08:28:46.328601+00:00,1238.111634,completed_with_role_failures,7336,1204.4471242302097,4,1,True,True,False,33.66450976979036,False,,True,0,1,0,0,9ff47626662c02d0f9477604c50805a55c7a4e27611f5e5a845792b2f1346c2b,True,True,1159145,47811,1206956,27481,1042688,69,57,12,0,74,6,53,0,57,57,0,949.0602914602496,68.94243193371221,88.00947821233422,57,11,False,1,,,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,True,False,selected,resolved,2026-09-20T08:28:46.330751+00:00,2026-09-20T08:49:30.461990+00:00,1244.131239,completed_with_role_failures,2669,1205.2834134036675,4,1,True,True,False,38.84782559633254,False,,True,1,0,30,0,2ddb5e900b6df93e96f1cb326ff7fd3cf33bdb2bfbcaec8f1146f2d5116aaf39,True,True,956893,39131,996024,19756,843008,71,63,8,0,87,11,58,0,63,63,0,1013.4050350026228,49.475302210543305,28.00475252000615,63,7,False,1,,,,,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,resolved,2026-09-20T08:49:30.465174+00:00,2026-09-20T09:10:12.595818+00:00,1242.130644,completed_with_role_failures,1333,1205.8398575857282,6,1,True,True,False,36.290786414271906,False,,True,2,0,47,0,43638069676480fb2c3c281ec6a9adb9c84858af5820e51390a307dd696b4671,True,True,786755,39799,826554,19535,655104,69,58,11,0,84,9,53,0,58,58,0,949.8623243249021,80.56580264633521,48.007923959288746,58,10,False,,,1,,,
instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf__a1,True,False,selected,unresolved,2026-09-20T09:10:12.598067+00:00,2026-09-20T09:30:54.714681+00:00,1242.116614,completed_with_role_failures,16239,1204.5802613073029,4,1,True,True,False,37.536352692697164,False,,True,0,48,0,0,876d9dabe4d4a0a819ed24790782a47f54d9b15fac3f0e505e2dceaee252b312,True,True,858833,36870,895703,17507,737792,55,50,5,0,78,6,49,0,50,50,0,1032.1737620416097,50.92725359322503,16.00318053876981,50,4,False,1,,,,,
instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86__a1,True,False,selected,unresolved,2026-09-20T09:30:54.717184+00:00,2026-09-20T09:51:44.832561+00:00,1250.115377,completed_with_role_failures,10820,1208.7623367798515,2,1,True,True,False,41.353040220148614,False,,True,9,1,1,0,92407771749d326e918c55426744e181245e2fd942d1ba7cdd7556db6c73d5d3,True,True,1189675,38611,1228286,26886,1095168,54,46,7,1,66,4,42,0,46,46,0,964.832540281117,87.93835124140605,28.004669555928558,45,6,False,,1,1,,,
instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a__a1,True,False,selected,resolved,2026-09-20T09:51:44.835625+00:00,2026-09-20T10:12:34.981349+00:00,1250.145724,completed_with_role_failures,3330,1210.1262168516405,4,1,True,True,False,40.01950714835948,False,,True,3,0,0,0,a36c9eb596ebda8efe3f81fb5a18a1fc4e3c51f179ee3ce0cd5af8644c8acbea,True,True,615591,33396,648987,19188,522496,55,40,15,0,56,5,38,0,40,40,0,734.540264849551,165.0127064269036,100.01044150302187,40,13,False,1,,1,,,
instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86__a1,True,False,selected,unresolved,2026-09-20T10:12:34.985196+00:00,2026-09-20T10:33:17.115850+00:00,1242.130654,completed_with_role_failures,22895,1206.242978328839,4,1,True,True,False,35.887675671161105,False,,True,9,0,7,1,dd8b371e0a35f7485aecb92b06636bc24dc61e50e80ea8f9bb26de2587777337,True,True,2102054,44733,2146787,19488,1975040,87,70,17,0,104,6,64,0,70,70,0,920.408219775185,109.03807343868539,68.0161838689819,70,17,False,,,,,,
instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8__a1,True,False,selected,resolved,2026-09-20T10:33:17.118419+00:00,2026-09-20T10:53:55.245129+00:00,1238.12671,completed_with_role_failures,5930,1204.8692615129985,6,1,True,True,False,33.25744848700151,False,,True,1,0,0,0,0e792e4ed12a836d683cee934835c526d69bc3511dd628789e157005fd599231,True,True,955887,53712,1009599,35674,800256,83,57,26,0,82,9,53,0,57,57,0,812.338869211264,151.0906216315925,120.01626033242792,57,25,False,1,,,,,
instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,resolved,2026-09-20T10:53:55.250497+00:00,2026-09-20T11:14:33.395036+00:00,1238.144539,completed_with_role_failures,2422,1204.455516283866,4,1,True,True,False,33.68902271613388,False,,True,3,0,8,0,f21d23cde6f8f7d72d05574549de0346cee79720812377d25946fc7e511d4b34,True,True,1089391,43773,1133164,25276,978688,93,66,27,0,97,7,58,0,66,66,0,797.6551807108335,129.08643507771194,164.01743096951395,66,25,False,1,,1,,,
instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad__a1,True,False,selected,resolved,2026-09-20T11:14:33.397538+00:00,2026-09-20T11:31:39.504120+00:00,1026.106582,completed,2977,989.7123056389391,6,1,True,True,False,36.39427636106075,False,,True,1,0,7,0,d077967fba901677a978e1fffeda643eab5e0f8fbc8a9ed401a6243975df3680,True,True,671960,31767,703727,14022,557568,81,58,23,0,86,10,55,0,58,58,0,665.420775028877,105.26019752305001,96.01876599201933,58,22,True,,,1,,,
instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86__a1,True,False,selected,resolved,2026-09-20T11:31:39.506653+00:00,2026-09-20T11:52:17.622052+00:00,1238.115399,completed_with_role_failures,6797,1203.2052537761629,4,1,True,True,False,34.91014522383716,False,,True,3,0,26,0,4e30c5c53a459345117232e89ce3d78ab23f1e05e24cb69d3e553ac9a39fa6bf,True,True,1509072,40660,1549732,23508,1386240,93,66,27,0,91,6,61,0,66,66,0,817.4752759938128,148.74160205665976,124.01873447280377,66,27,False,,,,,,
instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,True,False,selected,resolved,2026-09-20T11:52:17.624917+00:00,2026-09-20T12:12:55.756601+00:00,1238.131684,completed_with_role_failures,11417,1205.8065774096176,4,1,True,True,False,32.32510659038235,False,,True,5,0,2,0,880d2398d1b2d8488f27416811c8230967e99966b8914b13f74f678d66f9d41c,True,True,1676405,40529,1716934,21019,1513984,87,69,18,0,101,6,65,0,69,69,0,883.4042835799046,125.47440333943814,76.0119954161346,69,17,False,1,,,,,
instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2__a1,True,False,selected,unresolved,2026-09-20T12:12:55.760820+00:00,2026-09-20T12:33:37.874176+00:00,1242.113356,completed_with_role_failures,5285,1205.1722663138062,6,1,True,True,False,36.94108968619389,False,,True,1,2,0,0,35f16a15ab548073a71b31acbb3305779dc3c87bbd2a2bd8dbdaffd58bfb0075,True,False,1398290,51198,1449488,20732,1226240,100,78,22,0,115,9,74,0,78,78,0,854.8173128687777,85.99245881475508,88.01519738510251,77,21,False,1,1,,,,
instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,unresolved,2026-09-20T12:33:37.879034+00:00,2026-09-20T12:54:11.992549+00:00,1234.113515,completed_with_role_failures,5010,1200.9400257868692,4,1,True,True,False,33.17348921313078,False,,True,3,1,5,0,3a5fb5214f1c2f5033262ecef075ce33328f4d2cccc868819d3c6eb0fa1bee33,True,True,954123,52553,1006676,30755,821248,75,51,24,0,80,9,48,0,51,51,0,658.4482047790661,289.3571683494374,144.01485168654472,51,22,False,,,2,,,
instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2__a1,True,False,selected,resolved,2026-09-20T12:54:11.995539+00:00,2026-09-20T13:14:52.123758+00:00,1240.128219,completed_with_role_failures,15150,1204.4885070272721,4,1,True,True,False,35.63971197272781,False,,True,10,0,60,0,87dd6b847621b0e12f543523f7bf18b8871d4d67f03b7cde72549105b8f5e9c6,True,True,1588042,40771,1628813,19319,1465088,94,68,26,0,113,6,61,0,68,68,0,822.6598766050301,145.3922685282305,112.02014046860859,68,26,False,,,,,,
instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,unresolved,2026-09-20T13:14:52.126733+00:00,2026-09-20T13:35:36.247387+00:00,1244.120654,completed_with_role_failures,9538,1205.9737380989827,4,1,True,True,False,38.14691590101734,False,,True,0,1,135,14,964931d079eea0be012d23a1475031158ee8ad5cfc9871e9289b6348ccb45125,True,True,1490116,30172,1520288,15568,1374720,87,70,17,0,94,7,66,0,70,70,0,874.4628336061724,130.546901026275,68.01104054134339,70,16,False,1,,,,,
instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,unresolved,2026-09-20T13:35:36.250283+00:00,2026-09-20T13:56:16.381994+00:00,1240.131711,completed_with_role_failures,2331,1204.692355563864,6,1,True,True,False,35.439355436135884,False,,True,0,1,21,0,1598412f5d0b657ede5c411300f05c0736f5eabe55ae5deab085d2552b7b4409,True,True,1163376,41000,1204376,18188,1012224,111,75,36,0,103,10,72,0,75,75,0,785.8441915195435,126.10871375584975,168.0230797994882,75,36,False,,,,,,
instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,True,False,selected,resolved,2026-09-20T13:56:16.387646+00:00,2026-09-20T14:16:58.518969+00:00,1242.131323,completed_with_role_failures,13172,1205.6152621367946,4,1,True,True,False,36.51606086320544,False,,True,8,0,10,0,c006d277538e1185da0f366df4f40696b9dc3fedbc1a01adc128469e24dbae83,True,True,1815309,37838,1853147,21231,1686784,81,69,11,1,99,5,60,0,69,69,0,940.7736395560205,80.02135754935443,48.007743106689304,69,11,False,,,,,,
instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2__a1,True,False,selected,resolved,2026-09-20T14:16:58.522079+00:00,2026-09-20T14:37:40.645538+00:00,1242.123459,completed_with_role_failures,11567,1208.7007238459773,4,1,True,True,False,33.422735154022575,False,,True,1,0,35,0,f6d5b59f9ab2e943bcdd27edc508ab7f06810721bec2ba1dcf7b6418897a342a,True,True,1593267,51080,1644347,27468,1457664,73,66,7,0,95,8,65,0,66,66,0,1002.0361813446507,49.94229379855096,28.004021514207125,66,6,False,1,,,,,
