instance_id,repo,original_outcome,selected_batch,selected_attempt,selected_artifact_dir,final_outcome,replacement,selection_reason
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,unresolved,False,retain_original
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86__a1,unresolved,False,retain_original
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,False,retain_original
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,resolved,False,retain_original
instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf__a1,unresolved,False,retain_original
instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86__a1,unresolved,False,retain_original
instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a__a1,resolved,False,retain_original
instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86__a1,unresolved,False,retain_original
instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8__a1,resolved,False,retain_original
instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,resolved,False,retain_original
instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad__a1,resolved,False,retain_original
instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86__a1,resolved,False,retain_original
instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,False,retain_original
instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2__a1,unresolved,False,retain_original
instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,unresolved,False,retain_original
instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2__a1,resolved,False,retain_original
instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,unresolved,False,retain_original
instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,unresolved,False,retain_original
instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,resolved,False,retain_original
instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2__a1,resolved,False,retain_original
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,unresolved,False,retain_original
instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2__a1,resolved,False,retain_original
instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,unresolved,False,retain_original
instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,resolved,False,retain_original
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59__a1,unresolved,False,retain_original
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__a1,resolved,False,retain_original
instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446__a1,unresolved,False,retain_original
instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e__a1,unresolved,False,retain_original
instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d__a1,resolved,False,retain_original
instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0__a1,resolved,False,retain_original
instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874__a1,unresolved,False,retain_original
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63__a1,unresolved,False,retain_original
instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a__a1,unresolved,False,retain_original
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7__a1,resolved,False,retain_original
instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8__a1,unresolved,False,retain_original
instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be__a1,resolved,False,retain_original
instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0__a1,unresolved,False,retain_original
instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d__a1,unresolved,False,retain_original
instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15__a1,unresolved,False,retain_original
instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b__a1,unresolved,False,retain_original
instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112__a1,unresolved,False,retain_original
instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249__a1,unresolved,False,retain_original
instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922__a1,unresolved,False,retain_original
instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca__a1,resolved,False,retain_original
instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f__a1,unresolved,False,retain_original
instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f__a1,resolved,False,retain_original
instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321__a1,resolved,False,retain_original
instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355__a1,unresolved,False,retain_original
instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4__a1,unresolved,False,retain_original
instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6__a1,unresolved,False,retain_original
instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973__a1,unresolved,False,retain_original
instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868__a1,unresolved,False,retain_original
instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55__a1,unresolved,False,retain_original
instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,flipt-io/flipt,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9__a1,unresolved,False,retain_original
instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c__a1,resolved,False,retain_original
instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,flipt-io/flipt,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-03095f2680f7516fca35a58e665bf2a41f006273-v8717e18970bcdc4e0d2cea3b1527752b21e74866,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-03095f2680f7516fca35a58e665bf2a41f006273-v8717e18970bcdc4e0d2cea3b1527752b21e74866__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__a1,unresolved,False,retain_original
instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,internetarchive/openlibrary,resolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__a1,resolved,False,retain_original
instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,internetarchive/openlibrary,unresolved,mini_pro_full_20260920_domains_v2,1,mini_pro_full_20260920_domains_v2/instances/mini_pro_full_20260920_domains_v2__instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c__a1,unresolved,False,retain_original
