instance_id,repo,batch_id,attempt,selected,interrupted,outcome,phase,phase_started,exit_status,verdict,observed_phase_seconds,mini_version,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_tokens,model_requests,model_responses,api_errors,inflight_requests,actions,checkpoints,reasoning_responses,usage_missing,reasoning_usage_present,cached_usage_present,length_responses,api_success_seconds,api_error_seconds,error_to_retry_gap_seconds,error_RateLimitError,finish_tool_calls,error_Timeout,finish_stop,error_BadGatewayError,finish_length
instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,273.613915448077,2.4.6,233073,9238,242311,5359,184832,22,22,0,0,22,2,20,0,22,22,0,245.00021650176495,0,0,,22,,,,
instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,272.12672112928703,2.4.6,381558,11989,393547,4387,318464,21,21,0,0,39,2,21,0,21,21,0,220.17823307355866,0,0,,21,,,,
instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,173.1337926001288,2.4.6,217528,7480,225008,2692,169472,15,15,0,0,23,2,14,0,15,15,0,145.8326366613619,0,0,,15,,,,
instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,247.52298980019987,2.4.6,442391,11378,453769,3803,367104,18,18,0,0,35,2,18,0,18,18,0,206.63168894173577,0,0,,18,,,,
instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,Submitted,unverified,153.55648530600592,2.4.6,223252,5798,229050,2217,164096,15,9,6,0,12,2,9,0,9,9,0,95.6911491616629,11.767072004266083,28.004597870633006,6,9,,,,
instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,215.66774263000116,2.4.6,260368,6828,267196,1880,218880,29,23,6,0,32,3,23,0,23,23,0,145.60238800477237,16.41877501551062,28.0038680289872,6,23,,,,
instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,397.56663384335116,2.4.6,630571,13025,643596,4386,558336,37,30,7,0,30,3,28,0,30,30,0,300.21441607689485,39.91283412557095,32.00481570698321,7,30,,,,
instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,255.00729142595083,2.4.6,278396,14901,293297,6948,222464,22,18,4,0,25,4,18,0,18,18,0,201.52720615733415,16.074700821656734,16.00244554830715,4,18,,,,
instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,283.5330257290043,2.4.6,510672,17000,527672,3915,433408,24,20,4,0,24,2,20,0,20,20,0,229.83024016441777,13.052008520346135,16.002532107755542,4,20,,,,
instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,PhaseTimeout,unverified,24.10514596104622,2.4.6,18493,350,18843,188,0,2,1,1,0,2,0,1,0,1,1,0,9.72736643673852,4.552947878371924,0,,1,1,,,
instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,294.1898588160984,2.4.6,250774,9108,259882,4775,191488,20,15,5,0,32,2,15,0,15,15,0,208.26217691833153,37.555621438194066,20.00563629390672,5,15,,,,
instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,444.4613169268705,2.4.6,719184,19151,738335,4661,621312,36,26,10,0,31,2,22,0,26,26,0,328.8668753230013,39.20682403072715,40.006394173018634,10,26,,,,
instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,PhaseTimeout,unverified,426.45258889487013,2.4.6,662212,21982,684194,8951,559360,33,24,9,0,35,4,23,0,24,24,0,316.8584380960092,21.465504416730255,48.005424342583865,8,24,1,,,
instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,225.26488139806315,2.4.6,263071,6772,269843,2589,215040,18,18,0,0,30,2,17,0,18,18,0,197.06259470060468,0,0,,18,,,,
instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,283.8509805011563,2.4.6,333306,13370,346676,6745,266240,20,17,3,0,26,2,16,0,17,17,0,228.38020232180133,17.973091882653534,12.002077261451632,3,17,,,,
instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,430.449754786212,2.4.6,708831,23991,732822,12231,602624,24,24,0,0,32,5,24,0,24,24,0,399.1082460465841,0,0,,24,,,,
instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,164.54808615427464,2.4.6,274362,5580,279942,1696,213504,15,12,3,0,17,2,11,0,12,12,0,116.00937197497115,17.505538824480027,12.002041198778898,3,12,,,,
instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,PhaseTimeout,unverified,65.61439833277836,2.4.6,86724,2542,89266,613,41728,5,4,1,0,6,1,4,0,4,4,0,43.40877934731543,8.010695022065192,0,,4,1,,,
instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,237.1131196799688,2.4.6,227117,6288,233405,2500,186880,24,20,4,0,31,2,17,0,20,20,0,179.06081948708743,20.605441697407514,16.00267829373479,4,20,,,,
instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,800.7748038638383,2.4.6,1515523,24144,1539667,11600,1399552,53,49,4,0,77,4,49,0,49,49,0,701.9684521001764,26.400366109330207,16.003114230465144,4,49,,,,
instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,PhaseTimeout,unverified,144.13520794687793,2.4.6,92303,3474,95777,583,65536,11,10,1,0,14,1,10,0,10,10,0,113.36978352442384,8.183745765127242,0,,10,1,,,
instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,324.24680657917634,2.4.6,160601,8281,168882,4057,108800,12,12,0,0,26,2,11,0,12,12,0,299.900479669217,0,0,,12,,,,
instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,813.731519873254,2.4.6,1249026,29426,1278452,14783,1139968,38,38,0,0,49,2,34,0,38,38,0,760.3677900885232,0,0,,38,,,,
instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,PhaseTimeout,unverified,45.868394827935845,2.4.6,5309,285,5594,102,2048,3,2,0,1,3,0,2,0,2,2,0,22.37186000170186,0,0,,2,,,,
instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,285.0601731291972,2.4.6,207596,5979,213575,2069,177664,17,17,0,0,28,2,15,0,17,17,0,257.1563329095952,0,0,,17,,,,
instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,785.4050560565665,2.4.6,886455,17415,903870,8815,830208,46,35,11,0,59,2,30,0,35,35,0,575.0305958171375,115.91854877164587,44.00822374969721,11,35,,,,
instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,PhaseTimeout,unverified,111.15257543511689,2.4.6,55209,3686,58895,988,39936,8,7,1,0,10,1,7,0,7,7,0,93.17591927666217,1.2078225603327155,0,,7,1,,,
instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,271.01157632423565,2.4.6,70043,4023,74066,979,52736,18,10,8,0,17,2,10,0,10,10,0,132.5909907137975,87.10543700680137,36.00496342033148,8,9,,1,,
instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,628.1497916281223,2.4.6,621761,12560,634321,5247,578304,32,29,3,0,36,2,23,0,29,29,0,568.5269788936712,18.127611647360027,12.001944409217685,3,29,,,,
instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,request_changes,274.35457900865003,2.4.6,227546,14405,241951,9030,191744,15,14,1,0,20,3,13,0,14,14,0,233.96127131581306,17.270201883278787,4.000686154700816,1,14,,,,
instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,PhaseTimeout,,8.907294536940753,2.4.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6342542236670852,0,,,1,,,
instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,215.8035289691761,2.4.6,78458,6544,85002,3744,60416,16,11,5,0,18,2,10,0,11,11,0,145.44043881865218,33.405292506329715,20.003398629836738,5,11,,,,
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,385.7015377730131,2.4.6,604433,17909,622342,7424,559872,31,28,3,0,32,2,24,0,28,28,0,331.96829779213294,14.9654361018911,12.004090326372534,3,28,,,,
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,unverified,244.69703949196264,2.4.6,266447,9544,275991,4202,235776,18,18,0,0,23,2,15,0,18,18,0,225.49166282406077,0,0,,18,,,,
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,Submitted,,236.85304661327973,2.4.6,391976,12831,404807,6897,324352,17,16,1,0,18,2,16,0,16,16,0,206.743806139566,8.188036099076271,4.000614407006651,1,16,,,,
instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,True,PhaseTimeout,unverified,91.36553590325639,2.4.6,133851,2553,136404,586,107264,7,6,1,0,8,1,6,0,6,6,0,64.4600842432119,10.884983694180846,0,,6,1,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,310.8963011149317,2.4.6,338007,13334,351341,7260,305664,23,23,0,0,30,2,21,0,23,23,0,285.4524767268449,0,0,,23,,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,implementation,True,Submitted,,529.7100210632198,2.4.6,702589,26871,729460,17125,650496,25,24,1,0,32,2,22,0,24,24,0,492.6868283567019,4.2703300337307155,4.000642816070467,1,24,,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,review,True,Submitted,unverified,331.6286518787965,2.4.6,118549,7606,126155,3096,86528,20,10,10,0,12,2,10,0,10,10,0,170.92098637670279,62.95446307817474,84.00883539626375,10,10,,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,revision,True,PhaseTimeout,,9.733229327015579,2.4.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.7176388218067586,0,,,1,,,
instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,253.28203044785187,2.4.6,153058,6772,159830,3261,127744,19,15,4,0,24,2,13,0,15,15,0,192.9019310339354,24.25040258374065,16.002694486174732,4,15,,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,390.44661915069446,2.4.6,399651,13189,412840,6631,365312,23,21,2,0,31,2,19,0,21,21,0,338.91245448356494,12.559439591132104,8.001276030670851,2,21,,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,427.37087398488075,2.4.6,339912,15681,355593,9035,302336,23,22,1,0,24,5,21,0,22,22,0,394.6455203425139,4.216190777719021,4.000782003160566,1,22,,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,PhaseTimeout,,110.68312745075673,2.4.6,64272,3489,67761,829,47616,6,5,1,0,8,2,5,0,5,5,0,86.9451291426085,8.449269257951528,0,,5,1,,,
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,False,BudgetExhausted,unverified,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,analysis,True,Submitted,,282.38962608622387,2.4.6,136637,7091,143728,3716,96000,16,13,3,0,24,2,12,0,13,13,0,221.6359660802409,27.900919418781996,12.001924172509462,3,13,,,,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,implementation,True,Submitted,,430.3140905192122,2.4.6,321054,12500,333554,5777,292864,29,21,8,0,26,2,17,0,21,21,0,317.07646215194836,52.66488322755322,36.005999786779284,7,21,,,1,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,review,True,Submitted,unverified,210.08860419504344,2.4.6,128096,11010,139106,6817,106240,11,11,0,0,16,2,11,0,11,11,0,191.00906766951084,0,0,,11,,,,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,revision,True,Submitted,,164.4511149469763,2.4.6,123169,7166,130335,2699,100608,8,8,0,0,12,2,8,0,8,8,0,150.5934329885058,0,0,,8,,,,
instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,resolved,final_review,True,PhaseTimeout,unverified,82.69781548483297,2.4.6,77799,2032,79831,526,59392,5,5,0,0,6,1,5,0,5,5,0,69.54739543469623,0,0,,5,,,,
instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,ansible/ansible,mini_pro_full_20260920_domains_v2,1,True,False,unresolved,analysis,True,Submitted,,319.06855665519834,2.4.6,152622,5558,158180,1859,130048,16,14,2,0,23,2,13,0,14,14,0,265.0202282485552,23.50688936142251,8.001747918780893,2,14,,,,
